ranking,num,data,name,score
961,(67人评分),"
                         10话 /  2001年11月5日 / たかはしみき（サンエックス） ソニー・マガジンズ刊 『こげぱん』絵本シリーズより                    ",烤焦面包,7.5
962,(496人评分),"
                         75话 /  2013年10月6日                    ",钻石王牌,7.4
963,(850人评分),"
                         4话 /  2010年11月26日 / 佐藤順一 / 佐藤順一 / 飯塚晴子                    ",玉响,7.4
964,(1334人评分),"
                         25话 /  2012年10月7日                    ",伊克西翁传说DT,7.4
965,(169人评分),"
                         26话 /  1997年10月6日 / 平野俊貴 / 平野俊貴・垣野内成美 / 門之園恵美                    ",吸血姬美夕,7.4
966,(263人评分),"
                         24话 /  2017年4月7日                    ",巴哈姆特之怒 VIRGIN SOUL,7.4
967,(56人评分),"
                         52话 /  2011年4月9日 / サンリオ・セガトイズ                    ",宝石宠物 Sunshine,7.6
968,(579人评分),"
                         27话 /  1998年4月4日 / 高橋和希                    ",游戏王,7.4
969,(820人评分),"
                         5话 /  1984 / 戴铁郎、范马迪、熊南清 / 诸志祥 / 顾建国                    ",黑猫警长,7.4
970,(704人评分),"
                          2011年11月19日                    ",UN-GO episode: 0 因果论,7.4
971,(868人评分),"
                         64话 /  2001年7月4日 / 水島精二 / 武井宏之                    ",通灵王,7.4
972,(78人评分),"
                         26话 /  2012年4月1日                    ",终极蜘蛛侠 第一季,7.5
973,(2188人评分),"
                         12话 /  2014年4月10日 / Koi                    ",请问您今天要来点兔子吗？,7.4
974,(142人评分),"
                         50话 /  2009年1月11日 / 浜名孝行 / 上桥菜穂子 / 后藤隆幸                    ",兽之奏者艾琳,7.4
975,(54人评分),"
                         20话 /  2003年11月1日 / 柳沼行                    ",我要上太空,7.5
976,(131人评分),"
                          1984年3月17日                    ",大雄的魔界大冒险,7.4
977,(441人评分),"
                         25话 /  1996年4月6日 / 浜津守 / 車田正美 / 井上栄作、本桥秀之                    ",钢铁神兵B'T-X,7.4
978,(58人评分),"
                         1话 /  2007年12月31日                    ",第二届东方M-1漫才大赛,7.5
979,(78人评分),"
                         26话 /  2008年1月5日 / 满田拓也                    ",棒球大联盟 第四季,7.5
980,(1089人评分),"
                         12话 /  2013年4月9日 / 茶麻                    ",AIURA,7.4
981,(618人评分),"
                         4话 /  2008年11月28日 / 岸誠二 / 木村太彦 / 森田和明                    ",濑户的花嫁OVA,7.4
982,(1093人评分),"
                         13话 /  2011年10月3日 / 佐藤順一 / 飯塚晴子                    ",玉响～hitotose～,7.4
983,(225人评分),"
                         74话 /  2014年4月1日                    ",迷你偶像 2期,7.4
984,(85人评分),"
                         25话 /  2013年10月5日                    ",第一神拳 Rising,7.5
985,(1629人评分),"
                         13话 /  2014年1月9日                    ",鬼灯的冷彻,7.4
986,(85人评分),"
                         10话 /  2011-4                    ",怪物家族,7.5
987,(746人评分),"
                         14话 /  2003年10月6日                    ",你所期望的永远,7.4
988,(707人评分),"
                         49话 /  1995年4月7日 / 池田成→高松信司（クレジットなし） / 矢立肇、富野由悠季（『機動戦士ガンダム』より）                    ",新机动战记高达W,7.4
989,(152人评分),"
                         39话 /  1995年3月4日 / 幾原邦彦 / 武内直子 / 伊藤郁子                    ",美少女战士SuperS,7.4
990,(72人评分),"
                          2008年11月8日 / 長峯達也 / 川村敏江、爲我井克美                    ",Yes! 光之美少女5 GO GO! 糖果王国的快乐生日,7.5
991,(1436人评分),"
                         12话 /  2012年4月12日 / 高橋裕一                    ",钓球,7.4
992,(112人评分),"
                         1话 /  2011年3月4日 / 戈尔·维宾斯基                    ",兰戈,7.4
993,(91人评分),"
                         1话 /  2016年1月23日 / 「ペルソナ3」（アトラス）                    ",女神异闻录3 剧场版 第四章 重生之冬,7.5
994,(78人评分),"
                         1话 /  2016年8月18日                    ",守望先锋：最后的堡垒,7.5
995,(1437人评分),"
                         12话 /  2013年7月6日 / 原悠衣                    ",黄金拼图,7.4
996,(487人评分),"
                         34话 /  2010年6月23日 / 沈乐平 / 温世仁                    ",秦时明月之诸子百家,7.4
997,(993人评分),"
                         26话 /  2012年1月7日                    ",暴力宇宙海贼,7.4
998,(720人评分),"
                         1话 /  2014-10-23（日本）2014-11-07（美国）2015-02-28（中国大陆） / Don Hall / Chris Williams / Steven T. Seagle、Duncan Rouleau<Big Hero 6>                    ",超能陆战队,7.4
999,(482人评分),"
                         1话 /  2000年11月18日 / 北久保弘之                    ",BLOOD 最后的吸血鬼,7.4
1000,(114人评分),"
                         5话 /  2011年8月13日                    ",东方PVD2,7.4
1001,(391人评分),"
                         26话 /  2002年10月1日                    ",攻壳机动队 塔奇克马的日常,7.4
1002,(1394人评分),"
                         5话 /  2016年7月7日 / 津田尚克 / 「planetarian ～ちいさなほしのゆめ～」(Key)                    ",星之梦,7.4
1003,(1468人评分),"
                         5话 /  2014年8月16日                    ",花物语,7.4
1004,(99人评分),"
                         12话 /  2007年4月16日 / 小林常夫 / 森薫 / 楠本祐子、清水恵子                    ",英国恋物语艾玛 第二幕,7.4
1005,(58人评分),"
                         24话 /  2017年7月11日 / 衛藤ヒロユキ                    ",咕噜咕噜魔法阵,7.5
1006,(87人评分),"
                         26话 /  2007年1月6日 / 满田拓也                    ",棒球大联盟 第三季,7.5
1007,(116人评分),"
                         4话 /  1988年7月21日 / 垣野内成美                    ",吸血姬美夕 OVA,7.4
1008,(546人评分),"
                         23话 /  2006年2月25日 / 村瀬修功 / Manglobe / 恩田尚之                    ",死亡代理人,7.4
1009,(158人评分),"
                         4话 /  1997-12-18 / アミノテツロー / 河森正治 / 新羽こういちろう                    ",超时空要塞 Dynamite 7,7.4
1010,(1325人评分),"
                         26话 /  2006年10月7日 / 大森貴弘                    ",地狱少女 二笼,7.4
1011,(1829人评分),"
                         13话 /  2007年4月6日 / 小林智樹 / 久弥直樹 / 古賀誠                    ",sola,7.4
1012,(133人评分),"
                         143话 /  1989年10月20日                    ",乱马1/2 热斗篇,7.4
1013,(320人评分),"
                         13话 /  2011年2月23日                    ",圣斗士星矢 THE LOST CANVAS 冥王神话 第2章,7.4
1014,(347人评分),"
                         142话 /  1990年1月7日                    ",樱桃小丸子,7.4
1015,(197人评分),"
                         12话 /  2016年10月4日                    ",凸变英雄,7.4
1016,(392人评分),"
                         1话 /  2009年10月3日                    ",宵星传说～首鸣～,7.4
1017,(1017人评分),"
                         12话 /  2008年4月11日 / 中村春菊                    ",纯情罗曼史,7.4
1018,(250人评分),"
                         26话 /  2001年4月7日 / 河本昇悟 / 藤島康介“逮捕しちゃうぞ”（讲谈社“アフタヌーンKCDX”掲载） / 中嶋敦子                    ",逮捕令 第二季,7.4
1019,(3628人评分),"
                         13话 /  2015年4月4日                    ",Fate/stay night [Unlimited Blade Works] 第二季,7.4
1020,(267人评分),"
                         1话 /  2011年3月19日 / 滝口禎一 / 新美南吉                    ",爷爷的煤油灯,7.4
1021,(292人评分),"
                         4话 /  2012年1月18日                    ",间之楔,7.4
1023,(628人评分),"
                         11话 /  2009年7月1日 / カサヰケンイチ / 志村貴子                    ",青之花,7.4
1024,(1617人评分),"
                         13话 /  2013年7月4日                    ",恋爱研究所,7.4
1025,(2075人评分),"
                         25话 /  2008年10月5日 / 水島精二 / 千葉道徳                    ",机动战士高达00 第二季,7.4
1026,(474人评分),"
                         1话 /  2008年3月1日 / 志水淳儿 / 尾田荣一郎 / 馆直树                    ",海贼王 绽放在寒冬的奇迹樱花,7.4
1027,(1508人评分),"
                         4话 /  2014年12月31日                    ",凭物语,7.4
1028,(2456人评分),"
                         24话 /  2015年4月3日                    ",食戟之灵,7.4
1029,(147人评分),"
                         7话 /  2003年3月19日 / 加藤久仁生                    ",某个旅人的日记,7.4
